-209 -213 -104 -3 
-210 -163 -145 -161 
146 93 14 -19 
69 -214 43 -39 
-209 -213 -106 -3 
220 -238 156 -8 
-156 48 161 321 
220 -238 156 -8 
-63 -113 -93 444 
-229 213 147 159 
-218 -214 -104 -5 
34 -234 -23 421 
-209 224 11 272 
-229 224 147 266 
-331 -55 -149 -205 
-526 -154 102 22 
477 -213 -104 -5 
-61 -113 -194 452 
75 161 45 -573 
75 161 45 -573 
141 -215 -93 457 
432 224 11 278 
548 -17 11 244 
-380 -238 -260 -12 
26 441 -228 -128 
-92 -236 224 -333 
132 161 15 -563 
73 161 -148 -563 
477 -237 -104 12 
-209 -213 -106 427 
-207 289 154 415 
34 -243 418 343 
73 161 -149 -563 
-209 -213 -93 445 
-209 -213 -93 445 
-209 -213 -91 445 
73 161 -149 -585 
-81 -606 -275 -185 
-38 -195 686 64 
-456 253 321 212 
-210 659 -104 -3 
-210 659 -104 -3 
117 80 11 -872 
141 48 -2 -853 
543 -2 476 245 
-196 395 -434 1 
2 -284 -813 -91 
2 -284 -813 -91 
-204 87 -105 -827 
134 80 11 -872 
558 -2 -330 215 
134 80 11 -872 
198 80 -1 -808 
558 -2 -330 215 
134 80 11 -872 
134 80 11 -872 
134 83 11 -872 
-361 -54 -266 480 
90 83 -469 -595 
-361 -274 -69 480 
218 -237 156 872 
218 -237 156 872 
238 660 224 452 
181 -943 211 3 
-371 -515 292 158 
474 -47 -447 -346 
-578 -213 -93 445 
-210 -950 -146 -161 
-210 -950 -146 -161 
-210 -950 -146 -161 
-84 -282 -235 -850 
249 804 -177 266 
249 804 -177 266 
543 333 481 236 
-526 727 102 22 
-375 -515 294 167 
-375 -515 294 167 
-375 -515 294 167 
-362 -515 -93 448 
-93 -282 -309 -850 
-84 -282 -309 -850 
-84 -282 -309 -850 
-295 352 528 336 
-288 -237 528 337 
-288 -237 528 337 
-92 -237 224 -868 
-92 -354 -296 -850 
443 338 482 456 
598 -236 224 -333 
-77 -113 -847 452 
-63 -113 -847 452 
-77 -113 -847 452 
-92 -354 -309 -850 
-63 -113 -859 452 
963 -215 208 -19 
-224 353 292 -601 
279 242 659 583 
432 -64 11 -864 
68 -515 294 -583 
238 660 -233 462 
